Name,Day,Time,Longitude,Latitude
86373,2009-10-25T00:00:00Z,06:02:00,70.5562057,-49.2406845
86373,2009-10-29T00:00:00Z,14:27:22,70.5596237,-49.2396774
86373,2009-10-29T00:00:00Z,15:01:43,70.6087341,-49.2347031
86373,2009-10-29T00:00:00Z,15:25:00,70.64431,-49.2255898
86373,2009-10-29T00:00:00Z,16:00:58,70.6922684,-49.212265
86373,2009-10-29T00:00:00Z,16:23:00,70.7180862,-49.2079735
86373,2009-10-29T00:00:00Z,16:57:00,70.7595978,-49.2010612
86373,2009-10-29T00:00:00Z,17:21:00,70.7893677,-49.1925964
86373,2009-10-29T00:00:00Z,17:56:00,70.8328552,-49.1830444
86373,2009-10-29T00:00:00Z,18:22:28,70.8679886,-49.1809158
86373,2009-10-29T00:00:00Z,18:46:57,70.9028854,-49.1771965
86373,2009-10-29T00:00:00Z,19:11:08,70.9382095,-49.1746407
86373,2009-10-29T00:00:00Z,19:37:50,70.9746628,-49.1740341
86373,2009-10-29T00:00:00Z,20:08:01,71.043129,-49.1806183
86373,2009-10-29T00:00:00Z,21:05:39,71.0814056,-49.3005867
86373,2009-10-29T00:00:00Z,21:26:00,71.0829391,-49.156208
86373,2009-10-29T00:00:00Z,22:10:00,71.1211853,-49.1505127
86373,2009-10-29T00:00:00Z,22:30:00,71.135643,-49.1539879
86373,2009-10-29T00:00:00Z,23:33:09,71.186676,-49.1617851
86373,2009-10-29T00:00:00Z,23:57:00,71.2035904,-49.1644516
86373,2009-10-30T00:00:00Z,00:17:27,71.2201309,-49.1659241
86373,2009-10-30T00:00:00Z,01:24:33,71.2757416,-49.1732025
86373,2009-10-30T00:00:00Z,03:35:34,68.9992599,-50.9219093
86373,2009-10-30T00:00:00Z,04:17:00,71.4068298,-49.1639328
86373,2009-10-30T00:00:00Z,04:37:00,71.4192429,-49.1683044
86373,2009-10-30T00:00:00Z,04:58:24,71.4322281,-49.1683044
86373,2009-10-30T00:00:00Z,05:20:51,71.4422989,-49.1678963
86373,2009-10-30T00:00:00Z,05:41:12,71.4540634,-49.1694641
86373,2009-10-30T00:00:00Z,06:01:38,71.467041,-49.1717262
86373,2009-10-30T00:00:00Z,06:22:59,71.4802246,-49.1761818
86373,2009-10-30T00:00:00Z,06:45:02,71.4935837,-49.1785545
86373,2009-10-30T00:00:00Z,08:09:00,71.552681,-49.1876984
86373,2009-10-30T00:00:00Z,08:30:00,71.5687561,-49.1914711
86373,2009-10-30T00:00:00Z,09:10:04,71.5956192,-49.1977043
86373,2009-10-30T00:00:00Z,09:30:40,71.6068878,-49.2006836
86373,2009-10-30T00:00:00Z,09:51:30,71.6212921,-49.2031975
86373,2009-10-30T00:00:00Z,10:14:00,71.6370239,-49.2079811
86373,2009-10-30T00:00:00Z,10:34:02,71.6521606,-49.2112885
86373,2009-10-30T00:00:00Z,10:56:13,71.6643677,-49.2140999
86373,2009-10-30T00:00:00Z,11:18:46,71.6731415,-49.2104721
86373,2009-10-30T00:00:00Z,11:44:45,71.6893921,-49.2082596
86373,2009-10-30T00:00:00Z,12:13:00,71.7047729,-49.2027245
86373,2009-10-30T00:00:00Z,13:44:18,71.7679901,-49.2034988
86373,2009-10-30T00:00:00Z,14:05:15,71.7849655,-49.1988449
86373,2009-10-30T00:00:00Z,15:11:00,71.8387527,-49.1845665
86373,2009-10-30T00:00:00Z,15:48:00,71.8754654,-49.1777573
86373,2009-10-30T00:00:00Z,16:22:50,71.9159546,-49.1684494
86373,2009-10-30T00:00:00Z,16:59:30,71.9508514,-49.1697235
86373,2009-10-30T00:00:00Z,17:34:19,71.9802094,-49.1715317
86373,2009-10-30T00:00:00Z,18:11:00,72.0105286,-49.1745415
86373,2009-10-30T00:00:00Z,18:46:39,72.0386887,-49.1835594
86373,2009-10-30T00:00:00Z,19:22:00,72.0715103,-49.1869926
86373,2009-10-30T00:00:00Z,20:03:00,72.099968,-49.1968536
86373,2009-10-30T00:00:00Z,20:40:53,72.1397476,-49.2013245
86373,2009-10-30T00:00:00Z,21:01:00,72.1613998,-49.204422
86373,2009-10-30T00:00:00Z,21:21:00,72.1809845,-49.2004013
86373,2009-10-30T00:00:00Z,21:41:00,72.2019501,-49.1975441
86373,2009-10-30T00:00:00Z,22:01:00,72.2221603,-49.192215
86373,2009-10-30T00:00:00Z,22:35:19,72.2891235,-49.1833954
86373,2009-10-30T00:00:00Z,23:12:00,72.2935486,-49.1803856
86373,2009-10-31T00:00:00Z,00:05:00,72.3311234,-49.1741028
86373,2009-10-31T00:00:00Z,01:28:37,72.3989334,-49.1643791
86373,2009-10-31T00:00:00Z,02:16:26,72.4385223,-49.1645203
86373,2009-10-31T00:00:00Z,03:03:56,72.4762955,-49.1598206
86373,2009-10-31T00:00:00Z,03:29:12,72.4958038,-49.1613274
86373,2009-10-31T00:00:00Z,04:20:02,72.5334167,-49.1610641
86373,2009-10-31T00:00:00Z,05:10:00,72.5665283,-49.1644249
