Date.Time	Lon	Lat	ARS			
12/11/2009 10:52	83.8336792	-49.7726364	0			
12/11/2009 11:13	83.8389359	-49.7762337	0			
12/11/2009 11:34	83.8355026	-49.7810249	0			
12/11/2009 11:55	83.8430405	-49.785923	0			
12/11/2009 12:17	83.8563385	-49.788662	0			
12/11/2009 13:38	83.9005051	-49.8019829	0			
12/11/2009 13:58	83.9124756	-49.8041992	0			
12/11/2009 17:01	83.9947052	-49.8187561	0			
12/11/2009 17:44	84.0217896	-49.8221779	0			
12/11/2009 18:12	84.0385666	-49.8317871	0			
12/11/2009 18:33	84.0512619	-49.8322372	0			
12/11/2009 18:55	84.0647659	-49.834568	0			
12/11/2009 19:37	84.0862656	-49.8384018	0			
12/11/2009 19:58	84.098175	-49.8392181	0			
12/11/2009 20:19	84.1115799	-49.8417053	0			
12/11/2009 20:41	84.1250534	-49.843811	0			
12/11/2009 21:02	84.142807	-49.8439178	0			
13/11/2009 6:21	84.4917603	-49.92099	0			
13/11/2009 8:40	84.5415115	-49.9309998	0			
13/11/2009 9:41	84.5845108	-49.9441948	0			
13/11/2009 11:31	84.6442947	-49.9570122	0			
13/11/2009 12:29	84.6883545	-49.9578133	0			
13/11/2009 13:13	84.7195282	-49.9660988	0			
13/11/2009 13:34	84.7318115	-49.9692764	0			
13/11/2009 13:55	84.7422485	-49.9701805	0			
13/11/2009 15:33	84.8047791	-49.9708786	0			
13/11/2009 16:49	84.8475037	-49.96735	0			
13/11/2009 18:01	84.8871765	-49.9668121	0			
13/11/2009 18:33	84.8781281	-49.9648552	0			
13/11/2009 19:05	84.8909454	-49.9553757	0			
13/11/2009 19:36	84.8962631	-49.9541817	0			
13/11/2009 20:09	84.8948212	-49.9483566	0			
14/11/2009 1:13	85.0299072	-49.9500771	0		85.19706375	-49.91844589
14/11/2009 2:24	85.064827	-49.9351578	0			
14/11/2009 2:48	85.0806046	-49.9347801	0			
14/11/2009 3:59	85.1359863	-49.9272537	0			
14/11/2009 4:20	85.1498871	-49.926487	0			
14/11/2009 5:06	85.1840515	-49.919857	0			
14/11/2009 5:29	85.2012711	-49.9200974	0			
14/11/2009 6:12	85.2340851	-49.912262	0			
14/11/2009 6:34	85.2551575	-49.9088821	0			
14/11/2009 7:00	85.2664261	-49.9089699	0			
14/11/2009 7:49	85.3069	-49.9011803	0			
14/11/2009 8:11	85.3216782	-49.8977776	0			
14/11/2009 8:33	85.3310471	-49.8970146	0			
14/11/2009 11:16	85.4304428	-49.8855209	0			
14/11/2009 11:39	85.4478531	-49.8828201	0			
14/11/2009 12:07	85.4709244	-49.8811989	0			
14/11/2009 12:30	85.4859161	-49.8755264	0			
14/11/2009 12:53	85.5012665	-49.8706017	0			
14/11/2009 13:16	85.5190735	-49.8714752	0			
14/11/2009 13:40	85.5357742	-49.8685913	0			
14/11/2009 14:01	85.5513535	-49.8676414	1			
14/11/2009 15:03	85.5998917	-49.8609886	1			
14/11/2009 15:24	85.6186523	-49.8555832	1			
14/11/2009 16:26	85.664032	-49.8520012	1			
14/11/2009 16:47	85.6805267	-49.8442879	1			
14/11/2009 17:27	85.7117386	-49.8447456	1			
14/11/2009 17:51	85.7337799	-49.8437157	1			
14/11/2009 18:34	85.766449	-49.8405914	1			
14/11/2009 19:54	85.8390656	-49.8456535	1			
15/11/2009 5:19	86.316658	-49.9689713	0			
15/11/2009 6:10	86.3640289	-49.985939	0			
15/11/2009 6:56	86.3982697	-50.0058823	0			
15/11/2009 9:01	86.4930115	-50.057663	0			
15/11/2009 10:01	86.5427704	-50.0912132	0			
15/11/2009 10:21	86.558815	-50.1037979	0			
15/11/2009 13:02	86.6577148	-50.1704865	0			
15/11/2009 16:49	86.8192215	-50.2633934	0			
15/11/2009 17:57	86.8516693	-50.310173	0			
15/11/2009 18:33	86.8645477	-50.3362579	0			
15/11/2009 19:09	86.8770981	-50.3566208	0			
15/11/2009 19:47	86.890213	-50.3791771	0			
15/11/2009 21:01	86.9117966	-50.4243774	0			
15/11/2009 23:51	86.9971924	-50.4917908	0			
16/11/2009 4:23	87.1998138	-50.5779572	0			
16/11/2009 6:41	87.3230362	-50.6147804	0			
16/11/2009 8:21	87.4112473	-50.6357956	0			
16/11/2009 8:48	87.4397202	-50.6376762	0			
16/11/2009 9:58	87.5187607	-50.643959	0			
16/11/2009 13:53	87.7597809	-50.666008	0			
16/11/2009 14:52	87.8138046	-50.6712761	0			
16/11/2009 16:25	87.8972321	-50.6795235	0			
16/11/2009 20:14	88.0372772	-50.6812515	0			
17/11/2009 4:56	88.5116119	-50.9570885	0			
17/11/2009 5:20	88.5286331	-50.9746666	0			
17/11/2009 9:40	88.6679611	-51.1295853	0			
17/11/2009 10:02	88.6841125	-51.143959	0			
17/11/2009 10:22	88.6963577	-51.154335	0			
17/11/2009 10:44	88.7066727	-51.1669846	0			
17/11/2009 11:29	88.7357254	-51.1877747	0			
17/11/2009 12:14	88.7588654	-51.2085953	0			
17/11/2009 12:36	88.7686234	-51.2182236	0			
17/11/2009 13:21	88.7902451	-51.2394066	0			
17/11/2009 13:48	88.8091736	-51.2553024	0			
17/11/2009 14:09	88.8221512	-51.2633629	0			
17/11/2009 15:28	88.881691	-51.3020744	0			
17/11/2009 16:43	88.9467087	-51.3327217	0			
17/11/2009 17:37	88.9680939	-51.3448792	0			
17/11/2009 18:10	89.0002365	-51.3582382	0			
17/11/2009 18:39	89.0174255	-51.3596153	0			
17/11/2009 19:10	89.0430374	-51.3618431	0			
17/11/2009 21:16	89.0886154	-51.3838997	0			
17/11/2009 22:33	89.1361389	-51.4158859	0			
18/11/2009 2:20	89.3632431	-51.4778099	0			
18/11/2009 2:47	89.3838501	-51.4818459	0			
18/11/2009 3:14	89.3998032	-51.4895782	0			
18/11/2009 3:38	89.4203262	-51.4977951	0			
18/11/2009 4:22	89.4564896	-51.5102882	0			
18/11/2009 4:47	89.472374	-51.5158691	0			
18/11/2009 5:10	89.4863663	-51.5212708	0			
18/11/2009 5:32	89.5019302	-51.5265808	0			
18/11/2009 6:18	89.5270081	-51.5357857	0			
18/11/2009 6:42	89.5304642	-51.5380898	0			
18/11/2009 7:27	89.5248337	-51.543045	0			
18/11/2009 7:49	89.5677109	-51.557457	0			
18/11/2009 8:11	89.5822678	-51.5660629	0			
18/11/2009 9:39	89.6441956	-51.5869446	0			
