Name,Day,Time,Longitude,Latitude
78524,2009-10-19T00:00:00Z,13:00:00,70.5566788,-49.2397308
78524,2009-10-19T00:00:00Z,17:14:02,70.5572968,-49.2394905
78524,2009-10-19T00:00:00Z,17:34:30,70.573822,-49.2284813
78524,2009-10-19T00:00:00Z,18:46:47,70.6171188,-49.1687622
78524,2009-10-19T00:00:00Z,19:27:28,70.6266556,-49.1276283
78524,2009-10-19T00:00:00Z,19:55:15,70.6269226,-49.0996132
78524,2009-10-19T00:00:00Z,20:24:07,70.6268082,-49.068161
78524,2009-10-19T00:00:00Z,20:52:16,70.6273727,-49.0391808
78524,2009-10-19T00:00:00Z,21:21:05,70.6068039,-49.0031242
78524,2009-10-19T00:00:00Z,21:52:01,70.6216278,-48.9806328
78524,2009-10-19T00:00:00Z,22:26:04,70.6223526,-48.9496078
78524,2009-10-19T00:00:00Z,22:58:54,70.6139755,-48.9212608
78524,2009-10-19T00:00:00Z,23:33:37,70.6090164,-48.8908386
78524,2009-10-20T00:00:00Z,00:08:15,70.6073303,-48.8633118
78524,2009-10-20T00:00:00Z,01:17:00,70.6227341,-48.80896
78524,2009-10-20T00:00:00Z,01:50:01,70.6269608,-48.7820015
78524,2009-10-20T00:00:00Z,04:16:00,70.6785202,-48.6660767
78524,2009-10-20T00:00:00Z,04:47:52,70.6888885,-48.6384506
78524,2009-10-20T00:00:00Z,05:38:04,70.7095337,-48.5962563
78524,2009-10-20T00:00:00Z,06:30:30,70.748497,-48.5572548
78524,2009-10-20T00:00:00Z,07:03:17,70.7653275,-48.5297356
78524,2009-10-20T00:00:00Z,07:25:32,70.7757034,-48.5104027
78524,2009-10-20T00:00:00Z,08:04:10,70.7949448,-48.4807167
78524,2009-10-20T00:00:00Z,09:32:00,70.8342972,-48.4096184
78524,2009-10-20T00:00:00Z,10:25:03,70.8403091,-48.3390236
78524,2009-10-20T00:00:00Z,11:35:16,70.8664246,-48.3092651
78524,2009-10-20T00:00:00Z,12:10:54,70.8764038,-48.2817688
78524,2009-10-20T00:00:00Z,12:31:02,70.8797379,-48.2672615
78524,2009-10-20T00:00:00Z,13:04:29,70.8965378,-48.2437782
78524,2009-10-20T00:00:00Z,14:54:02,70.9377289,-48.167881
78524,2009-10-20T00:00:00Z,15:49:01,70.9500504,-48.1273766
78524,2009-10-20T00:00:00Z,16:26:18,70.954483,-48.101326
78524,2009-10-20T00:00:00Z,17:00:46,70.965271,-48.0779495
78524,2009-10-20T00:00:00Z,17:58:00,70.9757233,-48.0377808
78524,2009-10-20T00:00:00Z,19:10:50,70.9973297,-47.982502
78524,2009-10-20T00:00:00Z,19:46:02,68.2636719,-49.0827255
78524,2009-10-20T00:00:00Z,20:23:00,71.0204086,-47.9243584
78524,2009-10-20T00:00:00Z,21:18:00,71.0414581,-47.8810844
78524,2009-10-20T00:00:00Z,21:51:04,71.0460281,-47.8462715
78524,2009-10-20T00:00:00Z,23:03:00,71.0418091,-47.7877884
78524,2009-10-20T00:00:00Z,23:54:15,71.0240555,-47.7337074
78524,2009-10-21T00:00:00Z,00:30:14,71.0208969,-47.70224
78524,2009-10-21T00:00:00Z,00:50:00,71.016738900000007,-47.6864433
78524,2009-10-21T00:00:00Z,01:29:15,71.0188904,-47.6546288
78524,2009-10-21T00:00:00Z,01:49:00,71.0200272,-47.6388702
78524,2009-10-21T00:00:00Z,04:19:13,70.9950333,-47.5251694
78524,2009-10-21T00:00:00Z,04:41:02,70.9902802,-47.5104103
78524,2009-10-21T00:00:00Z,05:19:09,70.988945,-47.4815598
78524,2009-10-21T00:00:00Z,05:39:00,70.9832687,-47.4631805
78524,2009-10-21T00:00:00Z,05:59:03,70.9867096,-47.4510536
78524,2009-10-21T00:00:00Z,06:19:04,70.9848709,-47.4347763
78524,2009-10-21T00:00:00Z,06:39:00,70.9816895,-47.4201126
78524,2009-10-21T00:00:00Z,06:59:00,70.9777527,-47.4050789
78524,2009-10-21T00:00:00Z,07:58:00,70.9644318,-47.3558121
78524,2009-10-21T00:00:00Z,08:18:02,70.9654236,-47.3391151
78524,2009-10-21T00:00:00Z,08:38:42,70.9631577,-47.3223648
78524,2009-10-21T00:00:00Z,09:41:10,70.9617386,-47.2796364
78524,2009-10-21T00:00:00Z,10:44:47,70.9436951,-47.2341576
78524,2009-10-21T00:00:00Z,11:57:02,70.9242249,-47.1833954
78524,2009-10-21T00:00:00Z,12:20:23,70.9207535,-47.168972
78524,2009-10-21T00:00:00Z,13:14:00,70.9052353,-47.1353989
78524,2009-10-21T00:00:00Z,13:42:00,70.9002914,-47.1208572
78524,2009-10-21T00:00:00Z,14:09:00,70.8971329,-47.1057205
78524,2009-10-21T00:00:00Z,14:35:05,70.8956833,-47.0943794
78524,2009-10-21T00:00:00Z,15:00:50,70.8928146,-47.079231299999996
78524,2009-10-21T00:00:00Z,15:23:41,70.8912811,-47.0685806
78524,2009-10-21T00:00:00Z,15:46:07,70.8920288,-47.0575218
78524,2009-10-21T00:00:00Z,16:26:12,70.8795319,-47.0374298
78524,2009-10-21T00:00:00Z,18:32:07,70.8666992,-46.9821205
78524,2009-10-21T00:00:00Z,19:13:07,70.8690948,-46.9583511
78524,2009-10-21T00:00:00Z,20:15:01,70.8811646,-46.9257202
78524,2009-10-21T00:00:00Z,21:02:12,70.8888245,-46.9038582
78524,2009-10-21T00:00:00Z,21:46:46,70.8891068,-46.880577099999996
78524,2009-10-21T00:00:00Z,22:07:13,70.8813705,-46.8732338
78524,2009-10-21T00:00:00Z,22:29:19,70.8877335,-46.8607559
78524,2009-10-21T00:00:00Z,23:03:48,70.88974,-46.8372955
78524,2009-10-22T00:00:00Z,00:04:03,70.9007339,-46.8007469
78524,2009-10-22T00:00:00Z,00:36:28,70.8756104,-46.7788734
78524,2009-10-22T00:00:00Z,01:17:00,70.8758698,-46.7534676
78524,2009-10-22T00:00:00Z,01:42:09,70.8738937,-46.7410202
78524,2009-10-22T00:00:00Z,02:10:11,70.8786163,-46.7258949
78524,2009-10-22T00:00:00Z,02:36:18,70.8878403,-46.7134819
78524,2009-10-22T00:00:00Z,03:59:33,70.8987656,-46.6673622
78524,2009-10-22T00:00:00Z,04:27:22,70.9007568,-46.650341
78524,2009-10-22T00:00:00Z,04:56:00,70.9010391,-46.6330185
78524,2009-10-22T00:00:00Z,05:24:00,70.9005203,-46.6151466
78524,2009-10-22T00:00:00Z,05:47:00,70.9026337,-46.599205
78524,2009-10-22T00:00:00Z,06:09:00,70.9031143,-46.5883522
78524,2009-10-22T00:00:00Z,06:31:43,70.9079285,-46.571228
78524,2009-10-22T00:00:00Z,07:00:00,70.9078522,-46.5564957
78524,2009-10-22T00:00:00Z,07:23:04,70.9091949,-46.5409775
78524,2009-10-22T00:00:00Z,07:48:03,70.9128189,-46.523445100000004
78524,2009-10-22T00:00:00Z,08:11:00,70.9286346,-46.5135078
78524,2009-10-22T00:00:00Z,08:33:10,70.9404221,-46.499157
78524,2009-10-22T00:00:00Z,09:24:00,70.9459305,-46.4686775
78524,2009-10-22T00:00:00Z,09:51:00,70.9530487,-46.4514008
78524,2009-10-22T00:00:00Z,10:52:34,70.9681473,-46.4198112
78524,2009-10-22T00:00:00Z,11:21:00,70.9722214,-46.4019203
78524,2009-10-22T00:00:00Z,11:48:00,70.9749298,-46.3831177
78524,2009-10-22T00:00:00Z,12:16:10,70.9905396,-46.3830452
78524,2009-10-22T00:00:00Z,12:43:00,71.007576,-46.3657837
78524,2009-10-22T00:00:00Z,13:11:00,71.0151443,-46.3484116
78524,2009-10-22T00:00:00Z,13:38:00,71.0202332,-46.3308716
78524,2009-10-22T00:00:00Z,14:02:34,71.028656,-46.313621500000004
78524,2009-10-22T00:00:00Z,14:28:00,71.0386505,-46.2990608
78524,2009-10-22T00:00:00Z,14:48:00,71.0439453,-46.2889328
78524,2009-10-22T00:00:00Z,15:19:00,71.0601044,-46.2666397
78524,2009-10-22T00:00:00Z,15:40:00,71.0663528,-46.2514267
78524,2009-10-22T00:00:00Z,16:00:01,71.0706329,-46.2362938
78524,2009-10-22T00:00:00Z,17:00:00,71.0880585,-46.1923828
78524,2009-10-22T00:00:00Z,17:20:00,71.0878754,-46.172905
78524,2009-10-22T00:00:00Z,18:02:00,71.1109924,-46.1440964
78524,2009-10-22T00:00:00Z,18:43:37,71.123886099999993,-46.1128998
78524,2009-10-22T00:00:00Z,19:06:00,71.136673,-46.0991859
78524,2009-10-22T00:00:00Z,19:44:50,71.151329,-46.0686684
78524,2009-10-22T00:00:00Z,20:46:02,71.1667938,-46.0186768
78524,2009-10-22T00:00:00Z,21:06:01,71.1745605,-46.001106299999996
78524,2009-10-22T00:00:00Z,21:42:13,71.1853638,-45.9709167
78524,2009-10-22T00:00:00Z,22:02:00,71.2001419,-45.9523773
78524,2009-10-22T00:00:00Z,22:55:04,71.2388535,-45.9019547
78524,2009-10-22T00:00:00Z,23:32:13,71.2585449,-45.8690872
78524,2009-10-22T00:00:00Z,23:52:21,71.266037,-45.8505821
78524,2009-10-23T00:00:00Z,00:32:05,71.2766418,-45.8182678
78524,2009-10-23T00:00:00Z,04:22:11,71.3524399,-45.6483879
78524,2009-10-23T00:00:00Z,04:49:19,71.3615189,-45.6278877
78524,2009-10-23T00:00:00Z,05:15:23,71.3778534,-45.6088943
78524,2009-10-23T00:00:00Z,06:03:09,71.3979721,-45.5756721
78524,2009-10-23T00:00:00Z,06:25:05,71.4077072,-45.5567856
78524,2009-10-23T00:00:00Z,06:52:06,71.4160843,-45.5403938
78524,2009-10-23T00:00:00Z,07:18:00,71.4255295,-45.5189705
78524,2009-10-23T00:00:00Z,07:48:00,71.4549561,-45.4995804
78524,2009-10-23T00:00:00Z,08:15:08,71.469841,-45.4816818
78524,2009-10-23T00:00:00Z,08:42:02,71.4845657,-45.465400700000004
78524,2009-10-23T00:00:00Z,09:05:59,71.4945679,-45.4512672
78524,2009-10-23T00:00:00Z,09:29:47,71.5073547,-45.4373703
78524,2009-10-23T00:00:00Z,09:55:11,71.5163345,-45.4192467
78524,2009-10-23T00:00:00Z,10:19:14,71.5303726,-45.4033623
78524,2009-10-23T00:00:00Z,10:42:22,71.5404968,-45.3901825
78524,2009-10-23T00:00:00Z,11:08:00,73.2677612,-47.1837807
78524,2009-10-23T00:00:00Z,12:20:06,71.6133423,-45.336174
78524,2009-10-23T00:00:00Z,12:43:59,71.6335297,-45.3189888
78524,2009-10-23T00:00:00Z,13:08:19,71.6472931,-45.3027992
78524,2009-10-23T00:00:00Z,13:33:44,71.6617203,-45.2839661
78524,2009-10-23T00:00:00Z,14:21:28,71.6953735,-45.251133
78524,2009-10-23T00:00:00Z,15:08:59,71.7266541,-45.2154236
78524,2009-10-23T00:00:00Z,15:30:50,71.7410049,-45.1985588
78524,2009-10-23T00:00:00Z,15:51:00,71.7527847,-45.185688
78524,2009-10-23T00:00:00Z,16:11:09,71.7623138,-45.1734581
78524,2009-10-23T00:00:00Z,16:31:00,71.7746048,-45.1590881
78524,2009-10-23T00:00:00Z,16:51:14,71.7860565,-45.1455383
78524,2009-10-23T00:00:00Z,17:34:00,71.818161,-45.1239319
78524,2009-10-23T00:00:00Z,18:17:00,71.8497925,-45.0957909
78524,2009-10-23T00:00:00Z,18:59:02,71.879982,-45.0710449
78524,2009-10-23T00:00:00Z,19:21:34,71.8950119,-45.0542603
78524,2009-10-23T00:00:00Z,19:42:37,71.907135,-45.0409241
78524,2009-10-23T00:00:00Z,20:04:27,71.9237518,-45.0255966
78524,2009-10-23T00:00:00Z,20:25:06,71.9390564,-45.0112305
78524,2009-10-23T00:00:00Z,20:47:00,71.9577332,-44.9947052
78524,2009-10-23T00:00:00Z,21:07:00,71.9723969,-44.9793434
78524,2009-10-23T00:00:00Z,21:32:41,71.9819565,-44.9618416
78524,2009-10-23T00:00:00Z,21:55:00,71.9968338,-44.9434052
78524,2009-10-23T00:00:00Z,22:20:00,72.0130386,-44.9262733
78524,2009-10-23T00:00:00Z,23:35:00,72.0706863,-44.8683777
78524,2009-10-23T00:00:00Z,23:57:00,72.0833206,-44.8522186
78524,2009-10-24T00:00:00Z,00:29:52,72.1040726,-44.8251038
78524,2009-10-24T00:00:00Z,00:59:52,71.7102585,-44.5689659
78524,2009-10-24T00:00:00Z,01:34:00,72.1666031,-44.812767
78524,2009-10-24T00:00:00Z,03:04:00,75.4095001,-44.1366882
78524,2009-10-24T00:00:00Z,04:04:00,72.234848,-44.7057037
78524,2009-10-24T00:00:00Z,04:31:00,72.251113900000007,-44.6876221
78524,2009-10-24T00:00:00Z,04:59:23,72.2711258,-44.6682205
78524,2009-10-24T00:00:00Z,05:28:00,72.2899246,-44.6434593
78524,2009-10-24T00:00:00Z,05:56:00,72.3089294,-44.6202164
78524,2009-10-24T00:00:00Z,06:24:44,72.323761,-44.5971603
78524,2009-10-24T00:00:00Z,07:27:48,72.3500824,-44.5506897
78524,2009-10-24T00:00:00Z,08:02:00,72.3636475,-44.5236511
78524,2009-10-24T00:00:00Z,08:32:00,72.3737717,-44.5033112
78524,2009-10-24T00:00:00Z,09:36:00,72.394989,-44.4581947
78524,2009-10-24T00:00:00Z,10:45:04,72.4083176,-44.4136848
78524,2009-10-24T00:00:00Z,11:15:51,72.4187241,-44.3932915
78524,2009-10-24T00:00:00Z,12:47:19,72.4194794,-44.331398
78524,2009-10-24T00:00:00Z,13:19:29,72.4188156,-44.3072853
78524,2009-10-24T00:00:00Z,14:19:55,72.4170151,-44.257
78524,2009-10-24T00:00:00Z,15:19:02,72.3937454,-44.2402229
78524,2009-10-24T00:00:00Z,15:43:54,72.3914795,-44.2232056
78524,2009-10-24T00:00:00Z,17:22:00,72.3570251,-44.1805878
78524,2009-10-24T00:00:00Z,19:52:00,72.2857971,-44.1182137
78524,2009-10-24T00:00:00Z,20:23:00,72.2712402,-44.1060295
78524,2009-10-24T00:00:00Z,20:45:41,72.2576904,-44.0953293
78524,2009-10-24T00:00:00Z,21:48:00,72.2137146,-44.0864792
78524,2009-10-24T00:00:00Z,22:19:00,72.1919403,-44.0809593
78524,2009-10-24T00:00:00Z,22:46:00,72.1752777,-44.0859947
78524,2009-10-24T00:00:00Z,23:13:00,72.160759,-44.0804749
78524,2009-10-25T00:00:00Z,00:06:00,72.1309357,-44.0711555
78524,2009-10-25T00:00:00Z,00:38:00,72.1129074,-44.0607796
78524,2009-10-25T00:00:00Z,01:09:00,72.0957947,-44.0531387
78524,2009-10-25T00:00:00Z,01:40:00,72.0783081,-44.0450668
78524,2009-10-25T00:00:00Z,02:11:00,72.0606461,-44.0468102
